TCGA-CV-7183	136	241
TCGA-AA-A02H	311	141
TCGA-55-6985	94	169
TCGA-B5-A11F	219	106
TCGA-A7-A0CE	204	170
TCGA-BP-5192	91	71
TCGA-A1-A0SO	207	173
TCGA-64-5781	106	168
TCGA-AB-2888	336	80
TCGA-BH-A1FD	216	189
TCGA-18-3417	109	203
TCGA-63-7023	96	206
TCGA-94-7557	95	199
TCGA-A5-A0R6	235	97
TCGA-D1-A0ZV	231	102
TCGA-AA-3549	304	150
TCGA-BH-A1F5	212	201
TCGA-E9-A1N6	217	192
TCGA-AN-A0AL	101	184
TCGA-A3-3352	97	73
TCGA-BP-4790	98	76
TCGA-FI-A2CX	100	170
TCGA-E2-A14W	245	205
TCGA-AO-A03R	249	202
TCGA-09-2048	192	52
TCGA-EC-A1QX	227	98
TCGA-13-0924	188	47
TCGA-23-2077	187	55
TCGA-BA-6873	130	231
TCGA-AA-3939	303	143
TCGA-BA-4077	132	240
TCGA-AR-A24N	221	212
TCGA-06-5408	61	266
TCGA-A8-A09R	225	209
TCGA-BH-A1FH	214	187
TCGA-AG-3580	306	142
TCGA-93-7348	94	172
TCGA-61-2111	184	51
TCGA-37-3783	64	191
TCGA-CR-6473	120	252
TCGA-BT-A20O	106	175
TCGA-AB-2901	278	36
TCGA-29-1781	190	45
TCGA-D8-A1JC	230	206
TCGA-GM-A2DI	217	201
TCGA-CJ-4900	79	90
TCGA-BP-4334	8	130
TCGA-61-1743	193	51
TCGA-AB-2972	273	38
TCGA-AB-2949	270	35
TCGA-AB-2933	269	35
TCGA-BH-A1EV	210	186
TCGA-86-7711	100	179
TCGA-30-1718	192	43
TCGA-A5-A0GE	227	103
TCGA-61-1740	188	46
TCGA-B0-5110	99	72
TCGA-CX-7085	130	226
TCGA-29-1705	183	57
TCGA-A2-A259	221	205
TCGA-43-6143	98	183
TCGA-32-2615	61	259
TCGA-D8-A1JJ	225	202
TCGA-E9-A1RB	210	195
TCGA-CJ-4637	84	86
TCGA-DQ-7591	120	263
TCGA-67-3771	96	166
TCGA-29-1778	184	58
TCGA-B5-A11S	217	103
TCGA-CV-7255	120	227
TCGA-A3-3323	105	74
TCGA-AB-2967	330	80
TCGA-22-4594	70	172
TCGA-CR-7371	109	221
TCGA-A2-A0SW	222	197
TCGA-06-2565	63	261
TCGA-AR-A0TW	234	204
TCGA-B0-5100	78	87
TCGA-AR-A24H	237	207
TCGA-BH-A0BJ	218	195
TCGA-44-3396	100	184
TCGA-A5-A0GQ	232	102
TCGA-CV-7100	139	237
TCGA-E2-A150	210	177
TCGA-AA-3532	301	147
TCGA-EC-A1NJ	227	112
TCGA-B0-5120	99	77
TCGA-AX-A1C4	222	101
TCGA-29-1699	183	50
TCGA-E9-A1RE	238	208
TCGA-E2-A152	221	198
TCGA-50-6595	98	178
TCGA-BH-A18H	225	203
TCGA-44-7672	101	165
TCGA-41-4097	66	263
TCGA-A6-2676	303	125
TCGA-BG-A18A	247	92
TCGA-71-6725	88	164
TCGA-AZ-4308	322	179
TCGA-BS-A0VI	226	105
TCGA-AA-3976	297	143
TCGA-A2-A0D2	201	170
TCGA-AR-A0U4	204	175
TCGA-BP-4974	105	75
TCGA-55-7724	106	193
TCGA-75-5146	92	176
TCGA-CQ-5323	119	241
TCGA-55-1592	95	163
TCGA-BH-A0DQ	222	200
TCGA-AR-A1AI	205	174
TCGA-32-1980	67	263
TCGA-CZ-5469	103	82
TCGA-AO-A03V	230	216
TCGA-C8-A12M	234	211
TCGA-HQ-A2OE	154	137
TCGA-CN-6023	93	205
TCGA-CV-7177	115	224
TCGA-44-8119	61	164
TCGA-AA-3818	306	137
TCGA-FD-A3B4	140	238
TCGA-A8-A06Z	213	191
TCGA-B2-5641	99	86
TCGA-A5-A1OK	222	104
TCGA-C8-A134	199	172
TCGA-55-6712	98	169
TCGA-53-7624	101	174
TCGA-E2-A159	211	181
TCGA-A8-A07L	237	208
TCGA-AA-A02F	300	137
TCGA-AX-A1C5	226	100
TCGA-A8-A07R	201	171
TCGA-60-2706	90	203
TCGA-A2-A0YC	226	219
TCGA-CV-7252	121	227
TCGA-67-6216	92	167
TCGA-AP-A05D	238	96
TCGA-38-7271	95	172
TCGA-FI-A2D2	218	99
TCGA-E9-A1N8	205	167
TCGA-04-1364	196	52
TCGA-AO-A0JE	227	198
TCGA-AR-A255	230	207
TCGA-34-2596	90	209
TCGA-AB-2980	222	3
TCGA-AA-3488	309	153
TCGA-EY-A1GE	234	108
TCGA-BP-4962	90	85
TCGA-EO-A2CH	230	95
TCGA-AR-A24S	213	200
TCGA-A1-A0SI	220	193
TCGA-B5-A1MV	222	111
TCGA-B6-A0I6	199	169
TCGA-44-2656	98	164
TCGA-BP-4960	74	85
TCGA-39-5011	101	167
TCGA-06-2562	60	261
TCGA-AC-A23H	211	190
TCGA-AA-3833	300	128
TCGA-DK-A3IS	151	138
TCGA-B8-5163	96	87
TCGA-C8-A133	204	261
TCGA-B6-A0IM	226	214
TCGA-61-2113	187	54
TCGA-55-8091	92	166
TCGA-CJ-4869	80	87
TCGA-B5-A11Q	222	96
TCGA-53-7626	95	169
TCGA-A8-A099	222	218
TCGA-D8-A1J9	227	203
TCGA-44-5644	60	162
TCGA-GV-A3JV	157	136
TCGA-B2-3923	11	129
TCGA-15-1444	52	255
TCGA-78-7537	58	161
TCGA-21-1083	97	196
TCGA-CV-7415	133	239
TCGA-BP-4993	90	80
TCGA-C8-A12Z	231	199
TCGA-E2-A15A	235	204
TCGA-AC-A23E	218	206
TCGA-78-7155	111	186
TCGA-C8-A130	238	201
TCGA-44-6148	101	176
TCGA-AA-3856	303	148
TCGA-AR-A1AL	214	210
TCGA-AB-2818	333	80
TCGA-66-2770	94	207
TCGA-D8-A27T	226	205
TCGA-CV-7422	109	225
TCGA-A2-A0YJ	202	166
TCGA-CJ-4868	93	83
TCGA-CR-7401	134	233
TCGA-E2-A15E	227	212
TCGA-49-4507	104	168
TCGA-13-0730	191	53
TCGA-91-6848	107	179
TCGA-EY-A1GC	233	101
TCGA-66-2768	115	211
TCGA-D8-A1JK	223	192
TCGA-E2-A1LS	206	202
TCGA-A3-3313	90	87
TCGA-DV-5566	89	79
TCGA-CV-6956	125	232
TCGA-75-6205	108	172
TCGA-BA-4075	123	220
TCGA-12-1597	41	245
TCGA-AQ-A04L	238	204
TCGA-CJ-4875	74	87
TCGA-A6-2677	303	145
TCGA-BP-4986	102	75
TCGA-IQ-7631	128	231
TCGA-AB-2966	273	39
TCGA-CN-5373	131	228
TCGA-BP-4777	96	85
TCGA-BH-A18U	214	193
TCGA-GM-A2DM	205	257
TCGA-AB-2845	272	41
TCGA-CR-6487	120	262
TCGA-78-7166	102	170
TCGA-55-7903	89	165
TCGA-B5-A11X	225	110
TCGA-BP-4758	80	85
TCGA-B5-A0K0	221	107
TCGA-D8-A1XQ	202	173
TCGA-B0-5695	93	76
TCGA-D6-6517	134	236
TCGA-D8-A1X8	227	217
TCGA-63-6202	104	175
TCGA-CN-4735	103	199
TCGA-61-1738	190	48
TCGA-21-5784	107	204
TCGA-66-2783	90	206
TCGA-A5-A0GJ	237	98
TCGA-A2-A0EO	223	205
TCGA-AO-A128	206	177
TCGA-B8-4621	89	88
TCGA-27-1834	58	262
TCGA-AX-A2H5	227	96
TCGA-B5-A1N2	224	94
TCGA-BT-A20Q	153	142
TCGA-AB-2858	276	36
TCGA-E9-A2JS	240	205
TCGA-18-4083	98	205
TCGA-AA-3688	305	142
TCGA-61-2012	194	47
TCGA-D1-A1O0	229	99
TCGA-CJ-4904	102	70
TCGA-D8-A1JE	214	204
TCGA-E9-A1NH	219	209
TCGA-22-5491	96	183
TCGA-06-0747	59	267
TCGA-AB-2881	272	32
TCGA-BP-5190	87	83
TCGA-DQ-7596	121	255
TCGA-CJ-6033	87	84
TCGA-34-5234	67	187
TCGA-AA-3522	299	142
TCGA-DI-A1NO	225	95
TCGA-CX-7082	110	225
TCGA-29-1711	186	50
TCGA-AX-A1CC	221	100
TCGA-A2-A0YE	202	168
TCGA-BP-5187	93	69
TCGA-CV-5436	135	237
TCGA-BB-7863	133	238
TCGA-06-0745	32	238
TCGA-85-6175	107	193
TCGA-35-4123	71	183
TCGA-39-5029	110	204
TCGA-99-8025	93	170
TCGA-B6-A1KI	223	214
TCGA-BP-4158	90	73
TCGA-AO-A0J7	231	214
TCGA-AR-A0TX	222	199
TCGA-06-0211	56	264
TCGA-AX-A1CK	215	91
TCGA-BG-A18B	233	103
TCGA-AA-3870	303	127
TCGA-BS-A0UV	229	108
TCGA-25-1323	189	53
TCGA-CN-4729	128	229
TCGA-EW-A1OV	219	202
TCGA-27-1830	59	260
TCGA-12-3653	60	268
TCGA-28-2514	64	263
TCGA-A1-A0SG	244	208
TCGA-CV-6433	121	264
TCGA-B0-5399	87	81
TCGA-A7-A26F	212	185
TCGA-B0-5077	95	76
TCGA-DK-A1AB	117	212
TCGA-25-1329	185	49
TCGA-GC-A3BM	150	139
TCGA-24-1842	182	48
TCGA-24-2026	181	54
TCGA-AG-A032	308	146
TCGA-86-8055	93	163
TCGA-AA-A00F	309	140
TCGA-E2-A1IU	223	219
TCGA-BP-5184	89	74
TCGA-18-3411	86	204
TCGA-AR-A0TY	232	203
TCGA-H4-A2HQ	156	137
TCGA-77-6843	91	209
TCGA-AX-A05Y	241	96
TCGA-AB-2895	276	42
TCGA-AB-2944	275	36
TCGA-27-2526	26	231
TCGA-AB-2959	271	37
TCGA-CV-7099	137	234
TCGA-D8-A1XW	208	180
TCGA-44-3398	84	178
TCGA-AG-3894	303	136
TCGA-E2-A15M	211	191
TCGA-BP-4975	102	80
TCGA-29-1693	189	46
TCGA-AC-A2FO	216	212
TCGA-A8-A08X	219	191
TCGA-06-0152	60	259
TCGA-A7-A0CD	226	215
TCGA-CZ-5460	86	80
TCGA-AA-3869	302	145
TCGA-D8-A1XO	215	211
TCGA-GM-A2D9	256	202
TCGA-61-1995	185	58
TCGA-DK-A1A7	150	134
TCGA-31-1944	181	47
TCGA-AA-3984	306	140
TCGA-18-3419	107	207
TCGA-D8-A1XD	229	215
TCGA-E9-A22G	203	167
TCGA-22-4607	66	192
TCGA-D8-A1XM	228	207
TCGA-73-4670	105	169
TCGA-A8-A09B	232	210
TCGA-G2-A3VY	152	134
TCGA-AN-A0FY	240	210
TCGA-AF-2691	308	144
TCGA-CV-7428	137	235
TCGA-AA-3867	305	145
TCGA-B4-5832	101	79
TCGA-AB-2869	278	38
TCGA-55-6980	96	172
TCGA-32-2632	60	258
TCGA-05-4427	99	167
TCGA-28-5209	64	261
TCGA-06-0187	65	263
TCGA-43-6647	102	182
TCGA-AG-3609	302	148
TCGA-AB-2985	334	83
TCGA-AG-A01Y	299	145
TCGA-E9-A24A	215	204
TCGA-29-2427	186	43
TCGA-A2-A0D3	220	215
TCGA-A8-A06Q	224	218
TCGA-32-2638	58	266
